fixture,league,market,market_display,model_prob,entry_odds,bookmaker,match_date,leg_id,ft_result,hit,status,closing_odds,clv_pct,clv_source,primary_source,f2_sources,f2_agreed
Osasuna v Getafe (La Liga),La Liga,1X2_HOME,Home Win,0.4162353944982511,0,Bet365,2026-08-31,Osasuna_v_Getafe_La_Liga_1X2_HOME_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Osasuna v Getafe (La Liga),La Liga,1X2_DRAW,Draw,0.3433673085510861,0,Bet365,2026-08-31,Osasuna_v_Getafe_La_Liga_1X2_DRAW_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Osasuna v Getafe (La Liga),La Liga,1X2_AWAY,Away Win,0.2403972969506627,0,Bet365,2026-08-31,Osasuna_v_Getafe_La_Liga_1X2_AWAY_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Osasuna v Getafe (La Liga),La Liga,OVER_1_5,Over 1.5,0.49267304717913907,0,Bet365,2026-08-31,Osasuna_v_Getafe_La_Liga_OVER_1_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Osasuna v Getafe (La Liga),La Liga,OVER_2_5,Over 2.5,0.2296959268589721,0,Bet365,2026-08-31,Osasuna_v_Getafe_La_Liga_OVER_2_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Osasuna v Getafe (La Liga),La Liga,OVER_3_5,Over 3.5,0.08588530348499403,0,Bet365,2026-08-31,Osasuna_v_Getafe_La_Liga_OVER_3_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Osasuna v Getafe (La Liga),La Liga,BTTS_YES,BTTS Yes,0.30644776467200274,0,Bet365,2026-08-31,Osasuna_v_Getafe_La_Liga_BTTS_YES_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Osasuna v Getafe (La Liga),La Liga,BTTS_NO,BTTS No,0.6935522353279973,1.53,Bet365,2026-08-31,Osasuna_v_Getafe_La_Liga_BTTS_NO_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Barcelona v Rayo Vallecano (La Liga),La Liga,1X2_HOME,Home Win,0.7560284276084965,0,Bet365,2026-08-31,Barcelona_v_Rayo_Vallecano_La_Liga_1X2_HOME_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Barcelona v Rayo Vallecano (La Liga),La Liga,1X2_DRAW,Draw,0.1993807505578227,0,Bet365,2026-08-31,Barcelona_v_Rayo_Vallecano_La_Liga_1X2_DRAW_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Barcelona v Rayo Vallecano (La Liga),La Liga,1X2_AWAY,Away Win,0.044590821833680766,0,Bet365,2026-08-31,Barcelona_v_Rayo_Vallecano_La_Liga_1X2_AWAY_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Aston Villa v Arsenal (Premier League),Premier League,1X2_HOME,Home Win,0.18332942720861922,0,Bet365,2026-08-31,Aston_Villa_v_Arsenal_Premier_League_1X2_HOME_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Aston Villa v Arsenal (Premier League),Premier League,1X2_DRAW,Draw,0.29680941931390814,0,Bet365,2026-08-31,Aston_Villa_v_Arsenal_Premier_League_1X2_DRAW_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Aston Villa v Arsenal (Premier League),Premier League,1X2_AWAY,Away Win,0.5198611534774726,0,Bet365,2026-08-31,Aston_Villa_v_Arsenal_Premier_League_1X2_AWAY_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Aston Villa v Arsenal (Premier League),Premier League,OVER_1_5,Over 1.5,0.7020631863906504,0,Bet365,2026-08-31,Aston_Villa_v_Arsenal_Premier_League_OVER_1_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Aston Villa v Arsenal (Premier League),Premier League,OVER_2_5,Over 2.5,0.4196940861113739,0,Bet365,2026-08-31,Aston_Villa_v_Arsenal_Premier_League_OVER_2_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Aston Villa v Arsenal (Premier League),Premier League,OVER_3_5,Over 3.5,0.21287061165989898,0,Bet365,2026-08-31,Aston_Villa_v_Arsenal_Premier_League_OVER_3_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Aston Villa v Arsenal (Premier League),Premier League,BTTS_YES,BTTS Yes,0.4606851738205182,0,Bet365,2026-08-31,Aston_Villa_v_Arsenal_Premier_League_BTTS_YES_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Aston Villa v Arsenal (Premier League),Premier League,BTTS_NO,BTTS No,0.5393148261794818,1.8,Bet365,2026-08-31,Aston_Villa_v_Arsenal_Premier_League_BTTS_NO_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Benfica v Estoril (Primeira Liga),Primeira Liga,1X2_HOME,Home Win,0.8108370244810368,0,Bet365,2026-08-31,Benfica_v_Estoril_Primeira_Liga_1X2_HOME_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Benfica v Estoril (Primeira Liga),Primeira Liga,1X2_DRAW,Draw,0.11954778824004081,0,Bet365,2026-08-31,Benfica_v_Estoril_Primeira_Liga_1X2_DRAW_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Benfica v Estoril (Primeira Liga),Primeira Liga,1X2_AWAY,Away Win,0.06961518727892237,0,Bet365,2026-08-31,Benfica_v_Estoril_Primeira_Liga_1X2_AWAY_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Benfica v Estoril (Primeira Liga),Primeira Liga,OVER_1_5,Over 1.5,0.8949448416358889,0,Bet365,2026-08-31,Benfica_v_Estoril_Primeira_Liga_OVER_1_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Benfica v Estoril (Primeira Liga),Primeira Liga,OVER_2_5,Over 2.5,0.7346481199024506,1.4,Bet365,2026-08-31,Benfica_v_Estoril_Primeira_Liga_OVER_2_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Benfica v Estoril (Primeira Liga),Primeira Liga,OVER_3_5,Over 3.5,0.5309790051015084,0,Bet365,2026-08-31,Benfica_v_Estoril_Primeira_Liga_OVER_3_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Benfica v Estoril (Primeira Liga),Primeira Liga,BTTS_YES,BTTS Yes,0.5297069079833383,0,Bet365,2026-08-31,Benfica_v_Estoril_Primeira_Liga_BTTS_YES_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Benfica v Estoril (Primeira Liga),Primeira Liga,BTTS_NO,BTTS No,0.4702930920166617,0,Bet365,2026-08-31,Benfica_v_Estoril_Primeira_Liga_BTTS_NO_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Lecce v AS Roma (Serie A),Serie A,1X2_HOME,Home Win,0.12688060262025125,0,Bet365,2026-08-31,Lecce_v_AS_Roma_Serie_A_1X2_HOME_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Lecce v AS Roma (Serie A),Serie A,1X2_DRAW,Draw,0.24889730080889047,0,Bet365,2026-08-31,Lecce_v_AS_Roma_Serie_A_1X2_DRAW_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Lecce v AS Roma (Serie A),Serie A,1X2_AWAY,Away Win,0.6242220965708581,1.45,Bet365,2026-08-31,Lecce_v_AS_Roma_Serie_A_1X2_AWAY_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Lecce v AS Roma (Serie A),Serie A,OVER_1_5,Over 1.5,0.6137067995020655,0,Bet365,2026-08-31,Lecce_v_AS_Roma_Serie_A_OVER_1_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Lecce v AS Roma (Serie A),Serie A,OVER_2_5,Over 2.5,0.34466859549775986,0,Bet365,2026-08-31,Lecce_v_AS_Roma_Serie_A_OVER_2_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Lecce v AS Roma (Serie A),Serie A,OVER_3_5,Over 3.5,0.15738687565920761,0,Bet365,2026-08-31,Lecce_v_AS_Roma_Serie_A_OVER_3_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Lecce v AS Roma (Serie A),Serie A,BTTS_YES,BTTS Yes,0.3237803877274237,0,Bet365,2026-08-31,Lecce_v_AS_Roma_Serie_A_BTTS_YES_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Lecce v AS Roma (Serie A),Serie A,BTTS_NO,BTTS No,0.6762196122725763,0,Bet365,2026-08-31,Lecce_v_AS_Roma_Serie_A_BTTS_NO_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Osasuna v Getafe (La Liga),La Liga,1X2_HOME,Home Win,0.4162353944982511,0,Bet365,2026-08-31,Osasuna_v_Getafe_La_Liga_1X2_HOME_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Osasuna v Getafe (La Liga),La Liga,1X2_DRAW,Draw,0.3433673085510861,0,Bet365,2026-08-31,Osasuna_v_Getafe_La_Liga_1X2_DRAW_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Osasuna v Getafe (La Liga),La Liga,1X2_AWAY,Away Win,0.2403972969506627,0,Bet365,2026-08-31,Osasuna_v_Getafe_La_Liga_1X2_AWAY_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Osasuna v Getafe (La Liga),La Liga,OVER_1_5,Over 1.5,0.49267304717913907,0,Bet365,2026-08-31,Osasuna_v_Getafe_La_Liga_OVER_1_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Osasuna v Getafe (La Liga),La Liga,OVER_2_5,Over 2.5,0.2296959268589721,0,Bet365,2026-08-31,Osasuna_v_Getafe_La_Liga_OVER_2_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Osasuna v Getafe (La Liga),La Liga,OVER_3_5,Over 3.5,0.08588530348499403,0,Bet365,2026-08-31,Osasuna_v_Getafe_La_Liga_OVER_3_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Osasuna v Getafe (La Liga),La Liga,BTTS_YES,BTTS Yes,0.30644776467200274,0,Bet365,2026-08-31,Osasuna_v_Getafe_La_Liga_BTTS_YES_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Osasuna v Getafe (La Liga),La Liga,BTTS_NO,BTTS No,0.6935522353279973,1.53,Bet365,2026-08-31,Osasuna_v_Getafe_La_Liga_BTTS_NO_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Barcelona v Rayo Vallecano (La Liga),La Liga,1X2_HOME,Home Win,0.7560284276084965,0,Bet365,2026-08-31,Barcelona_v_Rayo_Vallecano_La_Liga_1X2_HOME_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Barcelona v Rayo Vallecano (La Liga),La Liga,1X2_DRAW,Draw,0.1993807505578227,0,Bet365,2026-08-31,Barcelona_v_Rayo_Vallecano_La_Liga_1X2_DRAW_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Barcelona v Rayo Vallecano (La Liga),La Liga,1X2_AWAY,Away Win,0.044590821833680766,0,Bet365,2026-08-31,Barcelona_v_Rayo_Vallecano_La_Liga_1X2_AWAY_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Aston Villa v Arsenal (Premier League),Premier League,1X2_HOME,Home Win,0.18332942720861922,0,Bet365,2026-08-31,Aston_Villa_v_Arsenal_Premier_League_1X2_HOME_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Aston Villa v Arsenal (Premier League),Premier League,1X2_DRAW,Draw,0.29680941931390814,0,Bet365,2026-08-31,Aston_Villa_v_Arsenal_Premier_League_1X2_DRAW_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Aston Villa v Arsenal (Premier League),Premier League,1X2_AWAY,Away Win,0.5198611534774726,0,Bet365,2026-08-31,Aston_Villa_v_Arsenal_Premier_League_1X2_AWAY_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Aston Villa v Arsenal (Premier League),Premier League,OVER_1_5,Over 1.5,0.7020631863906504,0,Bet365,2026-08-31,Aston_Villa_v_Arsenal_Premier_League_OVER_1_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Aston Villa v Arsenal (Premier League),Premier League,OVER_2_5,Over 2.5,0.4196940861113739,0,Bet365,2026-08-31,Aston_Villa_v_Arsenal_Premier_League_OVER_2_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Aston Villa v Arsenal (Premier League),Premier League,OVER_3_5,Over 3.5,0.21287061165989898,0,Bet365,2026-08-31,Aston_Villa_v_Arsenal_Premier_League_OVER_3_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Aston Villa v Arsenal (Premier League),Premier League,BTTS_YES,BTTS Yes,0.4606851738205182,0,Bet365,2026-08-31,Aston_Villa_v_Arsenal_Premier_League_BTTS_YES_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Aston Villa v Arsenal (Premier League),Premier League,BTTS_NO,BTTS No,0.5393148261794818,1.8,Bet365,2026-08-31,Aston_Villa_v_Arsenal_Premier_League_BTTS_NO_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Benfica v Estoril (Primeira Liga),Primeira Liga,1X2_HOME,Home Win,0.8108370244810368,0,Bet365,2026-08-31,Benfica_v_Estoril_Primeira_Liga_1X2_HOME_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Benfica v Estoril (Primeira Liga),Primeira Liga,1X2_DRAW,Draw,0.11954778824004081,0,Bet365,2026-08-31,Benfica_v_Estoril_Primeira_Liga_1X2_DRAW_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Benfica v Estoril (Primeira Liga),Primeira Liga,1X2_AWAY,Away Win,0.06961518727892237,0,Bet365,2026-08-31,Benfica_v_Estoril_Primeira_Liga_1X2_AWAY_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Benfica v Estoril (Primeira Liga),Primeira Liga,OVER_1_5,Over 1.5,0.8949448416358889,0,Bet365,2026-08-31,Benfica_v_Estoril_Primeira_Liga_OVER_1_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Benfica v Estoril (Primeira Liga),Primeira Liga,OVER_2_5,Over 2.5,0.7346481199024506,1.4,Bet365,2026-08-31,Benfica_v_Estoril_Primeira_Liga_OVER_2_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Benfica v Estoril (Primeira Liga),Primeira Liga,OVER_3_5,Over 3.5,0.5309790051015084,0,Bet365,2026-08-31,Benfica_v_Estoril_Primeira_Liga_OVER_3_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Benfica v Estoril (Primeira Liga),Primeira Liga,BTTS_YES,BTTS Yes,0.5297069079833383,0,Bet365,2026-08-31,Benfica_v_Estoril_Primeira_Liga_BTTS_YES_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Benfica v Estoril (Primeira Liga),Primeira Liga,BTTS_NO,BTTS No,0.4702930920166617,0,Bet365,2026-08-31,Benfica_v_Estoril_Primeira_Liga_BTTS_NO_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Lecce v AS Roma (Serie A),Serie A,1X2_HOME,Home Win,0.12688060262025125,0,Bet365,2026-08-31,Lecce_v_AS_Roma_Serie_A_1X2_HOME_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Lecce v AS Roma (Serie A),Serie A,1X2_DRAW,Draw,0.24889730080889047,0,Bet365,2026-08-31,Lecce_v_AS_Roma_Serie_A_1X2_DRAW_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Lecce v AS Roma (Serie A),Serie A,1X2_AWAY,Away Win,0.6242220965708581,1.45,Bet365,2026-08-31,Lecce_v_AS_Roma_Serie_A_1X2_AWAY_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Lecce v AS Roma (Serie A),Serie A,OVER_1_5,Over 1.5,0.6137067995020655,0,Bet365,2026-08-31,Lecce_v_AS_Roma_Serie_A_OVER_1_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Lecce v AS Roma (Serie A),Serie A,OVER_2_5,Over 2.5,0.34466859549775986,0,Bet365,2026-08-31,Lecce_v_AS_Roma_Serie_A_OVER_2_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Lecce v AS Roma (Serie A),Serie A,OVER_3_5,Over 3.5,0.15738687565920761,0,Bet365,2026-08-31,Lecce_v_AS_Roma_Serie_A_OVER_3_5_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Lecce v AS Roma (Serie A),Serie A,BTTS_YES,BTTS Yes,0.3237803877274237,0,Bet365,2026-08-31,Lecce_v_AS_Roma_Serie_A_BTTS_YES_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Lecce v AS Roma (Serie A),Serie A,BTTS_NO,BTTS No,0.6762196122725763,0,Bet365,2026-08-31,Lecce_v_AS_Roma_Serie_A_BTTS_NO_2026-08-31,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Antwerp v Genk (Belgian Pro League),Belgian Pro League,1X2_HOME,Home Win,0.34520033210247797,0,Bet365,2026-08-22,Antwerp_v_Genk_Belgian_Pro_League_1X2_HOME_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Antwerp v Genk (Belgian Pro League),Belgian Pro League,1X2_DRAW,Draw,0.294765191890554,0,Bet365,2026-08-22,Antwerp_v_Genk_Belgian_Pro_League_1X2_DRAW_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Antwerp v Genk (Belgian Pro League),Belgian Pro League,1X2_AWAY,Away Win,0.3600344760069682,0,Bet365,2026-08-22,Antwerp_v_Genk_Belgian_Pro_League_1X2_AWAY_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Antwerp v Genk (Belgian Pro League),Belgian Pro League,OVER_1_5,Over 1.5,0.6954547372917326,0,Bet365,2026-08-22,Antwerp_v_Genk_Belgian_Pro_League_OVER_1_5_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Antwerp v Genk (Belgian Pro League),Belgian Pro League,OVER_2_5,Over 2.5,0.4249238738295679,0,Bet365,2026-08-22,Antwerp_v_Genk_Belgian_Pro_League_OVER_2_5_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Antwerp v Genk (Belgian Pro League),Belgian Pro League,OVER_3_5,Over 3.5,0.21700150455377518,0,Bet365,2026-08-22,Antwerp_v_Genk_Belgian_Pro_League_OVER_3_5_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Antwerp v Genk (Belgian Pro League),Belgian Pro League,BTTS_YES,BTTS Yes,0.49231751220798736,0,Bet365,2026-08-22,Antwerp_v_Genk_Belgian_Pro_League_BTTS_YES_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Antwerp v Genk (Belgian Pro League),Belgian Pro League,BTTS_NO,BTTS No,0.5076824877920126,0,Bet365,2026-08-22,Antwerp_v_Genk_Belgian_Pro_League_BTTS_NO_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Charleroi v Mechelen (Belgian Pro League),Belgian Pro League,1X2_HOME,Home Win,0.43034751703705454,0,Bet365,2026-08-22,Charleroi_v_Mechelen_Belgian_Pro_League_1X2_HOME_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Charleroi v Mechelen (Belgian Pro League),Belgian Pro League,1X2_DRAW,Draw,0.2818611153712719,0,Bet365,2026-08-22,Charleroi_v_Mechelen_Belgian_Pro_League_1X2_DRAW_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Charleroi v Mechelen (Belgian Pro League),Belgian Pro League,1X2_AWAY,Away Win,0.28779136759167345,0,Bet365,2026-08-22,Charleroi_v_Mechelen_Belgian_Pro_League_1X2_AWAY_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Charleroi v Mechelen (Belgian Pro League),Belgian Pro League,OVER_1_5,Over 1.5,0.7228234935045053,0,Bet365,2026-08-22,Charleroi_v_Mechelen_Belgian_Pro_League_OVER_1_5_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Charleroi v Mechelen (Belgian Pro League),Belgian Pro League,OVER_2_5,Over 2.5,0.4587495362131815,0,Bet365,2026-08-22,Charleroi_v_Mechelen_Belgian_Pro_League_OVER_2_5_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Charleroi v Mechelen (Belgian Pro League),Belgian Pro League,OVER_3_5,Over 3.5,0.24456358294631986,0,Bet365,2026-08-22,Charleroi_v_Mechelen_Belgian_Pro_League_OVER_3_5_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Charleroi v Mechelen (Belgian Pro League),Belgian Pro League,BTTS_YES,BTTS Yes,0.5127314288373839,0,Bet365,2026-08-22,Charleroi_v_Mechelen_Belgian_Pro_League_BTTS_YES_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Charleroi v Mechelen (Belgian Pro League),Belgian Pro League,BTTS_NO,BTTS No,0.4872685711626161,0,Bet365,2026-08-22,Charleroi_v_Mechelen_Belgian_Pro_League_BTTS_NO_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Birmingham v Bristol City (Championship),Championship,1X2_HOME,Home Win,0.3979401497338348,0,Bet365,2026-08-22,Birmingham_v_Bristol_City_Championship_1X2_HOME_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Birmingham v Bristol City (Championship),Championship,1X2_DRAW,Draw,0.30157498450389963,0,Bet365,2026-08-22,Birmingham_v_Bristol_City_Championship_1X2_DRAW_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Birmingham v Bristol City (Championship),Championship,1X2_AWAY,Away Win,0.3004848657622658,0,Bet365,2026-08-22,Birmingham_v_Bristol_City_Championship_1X2_AWAY_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Birmingham v Bristol City (Championship),Championship,OVER_1_5,Over 1.5,0.7037421246777193,0,Bet365,2026-08-22,Birmingham_v_Bristol_City_Championship_OVER_1_5_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Birmingham v Bristol City (Championship),Championship,OVER_2_5,Over 2.5,0.429076802567446,0,Bet365,2026-08-22,Birmingham_v_Bristol_City_Championship_OVER_2_5_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Birmingham v Bristol City (Championship),Championship,OVER_3_5,Over 3.5,0.22030641690109148,0,Bet365,2026-08-22,Birmingham_v_Bristol_City_Championship_OVER_3_5_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Birmingham v Bristol City (Championship),Championship,BTTS_YES,BTTS Yes,0.49749255374259893,0,Bet365,2026-08-22,Birmingham_v_Bristol_City_Championship_BTTS_YES_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Birmingham v Bristol City (Championship),Championship,BTTS_NO,BTTS No,0.5025074462574011,2.0,Bet365,2026-08-22,Birmingham_v_Bristol_City_Championship_BTTS_NO_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Millwall v Norwich (Championship),Championship,1X2_HOME,Home Win,0.44382415569174116,0,Bet365,2026-08-22,Millwall_v_Norwich_Championship_1X2_HOME_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Millwall v Norwich (Championship),Championship,1X2_DRAW,Draw,0.29517764759296355,0,Bet365,2026-08-22,Millwall_v_Norwich_Championship_1X2_DRAW_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Millwall v Norwich (Championship),Championship,1X2_AWAY,Away Win,0.2609981967152952,0,Bet365,2026-08-22,Millwall_v_Norwich_Championship_1X2_AWAY_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Millwall v Norwich (Championship),Championship,OVER_1_5,Over 1.5,0.7079516962183061,0,Bet365,2026-08-22,Millwall_v_Norwich_Championship_OVER_1_5_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Millwall v Norwich (Championship),Championship,OVER_2_5,Over 2.5,0.43447813043763023,0,Bet365,2026-08-22,Millwall_v_Norwich_Championship_OVER_2_5_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Millwall v Norwich (Championship),Championship,OVER_3_5,Over 3.5,0.22463769009036566,0,Bet365,2026-08-22,Millwall_v_Norwich_Championship_OVER_3_5_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Millwall v Norwich (Championship),Championship,BTTS_YES,BTTS Yes,0.49377323238428505,0,Bet365,2026-08-22,Millwall_v_Norwich_Championship_BTTS_YES_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Millwall v Norwich (Championship),Championship,BTTS_NO,BTTS No,0.506226767615715,0,Bet365,2026-08-22,Millwall_v_Norwich_Championship_BTTS_NO_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Lincoln v Portsmouth (Championship),Championship,1X2_HOME,Home Win,0.0158098934849306,0,Bet365,2026-08-22,Lincoln_v_Portsmouth_Championship_1X2_HOME_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
Lincoln v Portsmouth (Championship),Championship,1X2_DRAW,Draw,0.18168162839316582,0,Bet365,2026-08-22,Lincoln_v_Portsmouth_Championship_1X2_DRAW_2026-08-22,NO DATA,False,NO DATA — PENDING,,,,football-data.co.uk (no data),,False
